Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,OMOP concept_name,domain_id,vocabulary_id,standard_concept,concept_code,concept_id
mspssfriendtalkprobscl,supmultidimensional_scale_of_perceived_social_supp,,radio,I can talk about my problems with my friends.,"1, Very Strongly Disagree | 2, Strongly Disagree | 3, Mildly Disagree | 4, Neutral | 5, Mildly Agree | 6, Strongly Agree | 7, Very Strongly Agree",,,,,,,,,,mpsss_full,,"C0034380, C5392952, C0037438",,,,,,
mspsssigothsubscl,supmultidimensional_scale_of_perceived_social_supp,,calc,Significant Other Subscale Score,"mean([mspssspecpersonscl], [mspssspecjoysorrowscl], [mspssspeccomfortscl], [mspssspeccarefeelscl])",,,,,,,,,,,," @HIDDEN, C0034380, C5392952, C0037438",,,,,,
mspssfamilysubscl,supmultidimensional_scale_of_perceived_social_supp,,calc,Family Subscale Score,"mean([mspssfamilyhelpsscl], [mspssfamemotsuptscl], [mspssfamtalkprobscl], [mspssfamdecisionscl])",,,,,,,,,,,," @HIDDEN, C0034380, C5392952, C0037438",,,,,,
mspssfriendssubscl,supmultidimensional_scale_of_perceived_social_supp,,calc,Friends Subscale Score,"mean([mspssfriendhelpscl], [mspssfriendcountscl], [mspssfriendjoysorscl], [mspssfriendtalkprobscl])",,,,,,,,,,,," @HIDDEN, C0034380, C5392952, C0037438",,,,,,
mspsstotalscore,supmultidimensional_scale_of_perceived_social_supp,,calc,Total MSPSS score,"mean([mspssspecpersonscl], [mspssspecjoysorrowscl], [mspssfamilyhelpsscl], [mspssfamemotsuptscl], [mspssspeccomfortscl], [mspssfriendhelpscl], [mspssfriendcountscl], [mspssfamtalkprobscl], [mspssfriendjoysorscl], [mspssspeccarefeelscl], [mspssfamdecisionscl], [mspssfriendtalkprobscl])",,,,,,,,,,,," @HIDDEN, C0034380, C5392952, C0037438",,,,,,
su_smoke100,supsubstance_usesmoking,,radio,Have you smoked at least 100 cigarettes in your entire life?,"1, Yes | 2, No | 7, Refused | 8, Don't know",,,,,,,,,,,,"C1705534, C4082637, C0543414",,,,,,
su_cigflavor,supsubstance_usesmoking,,radio,Is your regular brand you smoke flavored to taste like menthol or mint?,"1, Yes | 2, No | 7, Refused | 8, Don't know",,,,,,"[su_smoke100] = ""1""",,,,,,"C1705534, C4082637, C0543414",,,,,,
su_cigar,supsubstance_usesmoking,,radio,"In the past 30 days, have you smoked a cigarillo or filtered cigar, even one or two puffs?","1, Yes | 2, No | 7, Refused | 8, Don't know",,,,,,,,,,,,"C1705534, C4082637, C0543414",,,,,,
su_blunt,supsubstance_usesmoking,,radio,"In the past 12 months, have you smoked part or all of a traditional cigar, cigarillo, or filtered cigar with marijuana in it? (Remember all information you give to the study will be kept private.)","1, Yes | 2, No | 7, Refused | 8, Don't know",,,,,,,,,,,,"C1705534, C4082637, C0543414",,,,,,
su_electronic,supsubstance_usesmoking,,radio,How many times have you used an electronic nicotine product in your entire life? ,"1, One time, even just a few puffs | 2, 2 to 10 times | 3, 11 to 20 times | 4, 21 to 50 times | 5, 51 to 99 times | 6, 100 or more times | 7, Don't know | 8, Refused",,,,,,,,,,,,"C1705534, C4082637, C0543414",,,,,,
su_vapemonday,supsubstance_usesmoking,"In a typical week, please write the number of sessions you typically use your e-cigarette on each day",text,Monday,,,number,,,,[ecigusedays] > 0,,,,,,"C1705534, C4082637, C0543414",,,,,,
su_vapetuesday,supsubstance_usesmoking,,text,Tuesday,,,number,,,,[ecigusedays] > 0,,,,,,"C1705534, C4082637, C0543414",,,,,,
su_vapewednesday,supsubstance_usesmoking,,text,Wednesday,,,number,,,,[ecigusedays] > 0,,,,,,,,,,,,
su_vapethursday,supsubstance_usesmoking,,text,Thursday,,,number,,,,[ecigusedays] > 0,,,,,,"C1705534, C4082637, C0543414",,,,,,
su_vapefriday,supsubstance_usesmoking,,text,Friday,,,number,,,,[ecigusedays] > 0,,,,,,"C1705534, C4082637, C0543414",,,,,,
su_vapesaturday,supsubstance_usesmoking,,text,Saturday,,,number,,,,[ecigusedays] > 0,,,,,,"C1705534, C4082637, C0543414",,,,,,
su_vapesunday,supsubstance_usesmoking,,text,Sunday,,,number,,,,[ecigusedays] > 0,,,,,,"C1705534, C4082637, C0543414",,,,,,
psfalc7aanydrinking,suppromis_alcohol_use_short_form_7a,,yesno,"In the past 30 days, did you drink any type of alcoholic beverage?",,,,,,,,,,,,,"C1705534, C0552479",,,,,,
psfalc7atoomuchtime,suppromis_alcohol_use_short_form_7a,"In the past 30 days...
",radio,I spent too much time drinking,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,[psfalc7aanydrinking] = '1',,,,promalc_sf,,"C1705534, C0552479",,,,,,
psfalc7adrankheavily,suppromis_alcohol_use_short_form_7a,,radio,I drank heavily at a single sitting,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,[psfalc7aanydrinking] = '1',,,,promalc_sf,,"C1705534, C0552479",,,,,,
psfalc7adranktoomuch,suppromis_alcohol_use_short_form_7a,,radio,I drank too much,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,[psfalc7aanydrinking] = '1',,,,promalc_sf,,"C1705534, C0552479",,,,,,
psfalc7adrankmorethnplan,suppromis_alcohol_use_short_form_7a,,radio,I drank more than planned,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,[psfalc7aanydrinking] = '1',,,,promalc_sf,,"C1705534, C0552479",,,,,,
psfalc7atroublecontrol,suppromis_alcohol_use_short_form_7a,,radio,I had trouble controlling my drinking,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,[psfalc7aanydrinking] = '1',,,,promalc_sf,,"C1705534, C0552479",,,,,,
psfalc7adifficulttostop,suppromis_alcohol_use_short_form_7a,,radio,It was difficult for me to stop drinking after one or two drinks,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,[psfalc7aanydrinking] = '1',,,,promalc_sf,,"C1705534, C0552479",,,,,,
psfalc7adifficulttocontrol,suppromis_alcohol_use_short_form_7a,,radio,It was difficult to get the thought of drinking out of my mind,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,[psfalc7aanydrinking] = '1',,,,promalc_sf,,"C1705534, C0552479",,,,,,
psfalc7atotalscore,suppromis_alcohol_use_short_form_7a,,calc,Total score,"sum([psfalc7atoomuchtime], [psfalc7adrankheavily], [psfalc7adranktoomuch], [psfalc7adrankmorethnplan], [psfalc7atroublecontrol], [psfalc7adifficulttostop], [psfalc7adifficulttocontrol])",,,,,,,,,,,," @HIDDEN, C1705534, C0552479",,,,,,
usaudit_alcfreq,supaudit_alcohol_use_disorders_identification_test,Please check the answer that is correct for you,radio,How often do you have a drink containing alcohol?,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, 2-3 times/week | 5, 4-6 times/week | 6, Daily",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985",,,,,,
usaudit_alcquant,supaudit_alcohol_use_disorders_identification_test,,radio,How many drinks containing alcohol do you have on a typical day when you are drinking?,"0, 1 drink | 1, 2 drinks | 2, 3 drinks | 3, 4 drinks | 4, 5-6 drinks | 5, 7-9 drinks | 6, 10 or more drinks",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985",,,,,,
usaudit_alcexcess,supaudit_alcohol_use_disorders_identification_test,,radio,How often do you have X (5 for men; 4 for women & men over age 65) or more drinks on one occasion? ,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, 2-3 times/week | 5, 4-6 times/week | 6, Daily",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985",,,,,,
usaudit_notstopdrnk,supaudit_alcohol_use_disorders_identification_test,,radio,How often during the last year have you found that you were not able to stop drinking once you had started?,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, Daily or almost daily",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985",,,,,,
usaudit_faildoexpected,supaudit_alcohol_use_disorders_identification_test,,radio,How often during the last year have you failed to do what was normally expected of you because of drinking?,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, Daily or almost daily",,,,,,,,LV,,,,,,,,,,
usaudit_needamdrink,supaudit_alcohol_use_disorders_identification_test,,radio,How often during the last year have you needed a first drink in the morning to get yourself going after a heavy drinking session?,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, Daily or almost daily",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985",,,,,,
usaudit_guilt,supaudit_alcohol_use_disorders_identification_test,,radio,How often during the last year have you had a feeling of guilt or remorse after drinking?,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, Daily or almost daily",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985",,,,,,
usaudit_noremember,supaudit_alcohol_use_disorders_identification_test,,radio,How often during the last year have you been unable to remember what happened the night before because you had been drinking?,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, Daily or almost daily",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985",,,,,,
usaudit_injure,supaudit_alcohol_use_disorders_identification_test,,radio,Have you or someone else been injured as a result of your drinking?,"0, No | 2, Yes, but not in the last year | 4, Yes, during the last year",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985",,,,,,
usaudit_concerncutdown,supaudit_alcohol_use_disorders_identification_test,,radio,"Has a relative or friend, doctor or other health worker been concerned about your drinking or suggested you cut down?","0, No | 2, Yes, but not in the last year | 4, Yes, during the last year",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985",,,,,,
usaudit_total,supaudit_alcohol_use_disorders_identification_test,,calc,Total score,"sum([usaudit_alcfreq], [usaudit_alcquant], [usaudit_alcexcess], [usaudit_notstopdrnk], [usaudit_faildoexpected], [usaudit_needamdrink], [usaudit_guilt], [usaudit_noremember], [usaudit_injure], [usaudit_concerncutdown])",,,,,,,,LV,,,,"C1705534, C4019241, C0552479, C0450985, @HIDDEN",,,,,,
medical_marijuana,sup_substance_use_cannabis,,checkbox,Which of the following symptoms/conditions do you treat with medical cannabis?,"1, Pain | 2, Inflammation | 3, Muscle Spasm | 4, Nausea | 5, Lack of appetite | 6, Seizure | 7, Problems Sleeping | 8, Depression | 9, Anxiety | 10, PTSD | 11, ADHD | 12, Bipolar | 13, Schizophrenia | 14, Opioid Use Disorder | 15, Substance use Disorder | 16, Other",,,,,,,,,,,,"C1705534, C2874496, C3160814",,,,,,
su_canna_pain,sup_substance_use_cannabis,,calc,Pain,"if([medical_marijuana(1)]=1,1,0)",,,,,,,,,,,," @HIDDEN,C1705534, C2874496, C3160814",,,,,,
su_canna_inflammation,sup_substance_use_cannabis,,calc,Inflammation,"if([medical_marijuana(2)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_muscle_spasm,sup_substance_use_cannabis,,calc,Muscle Spasm,"if([medical_marijuana(3)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_nausea,sup_substance_use_cannabis,,calc,Nausea,"if([medical_marijuana(4)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_lack_appetite,sup_substance_use_cannabis,,calc,Lack of appetite,"if([medical_marijuana(5)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna,sup_substance_use_cannabis,,calc,Seizure,"if([medical_marijuana(6)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_sleep,sup_substance_use_cannabis,,calc,Problems Sleeping,"if([medical_marijuana(7)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_depression,sup_substance_use_cannabis,,calc,Depression,"if([medical_marijuana(8)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_anxiety,sup_substance_use_cannabis,,calc,Anxiety,"if([medical_marijuana(9)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_ptsd,sup_substance_use_cannabis,,calc,PTSD,"if([medical_marijuana(10)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_adhd,sup_substance_use_cannabis,,calc,ADHD,"if([medical_marijuana(11)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_bipolar,sup_substance_use_cannabis,,calc,Bipolar,"if([medical_marijuana(12)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_schizo,sup_substance_use_cannabis,,calc,Schizophrenia,"if([medical_marijuana(13)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_oud,sup_substance_use_cannabis,,calc,Opioid Use Disorder,"if([medical_marijuana(14)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_sud,sup_substance_use_cannabis,,calc,Substance Use Disorder,"if([medical_marijuana(15)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
su_canna_treat_othertx,sup_substance_use_cannabis,,calc,Other,"if([medical_marijuana(16)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C1705534, C2874496, C3160814",,,,,,
canna_treat_othertxspecif,sup_substance_use_cannabis,,notes,"Other treatment use
Specify",,,,,,,"if([medical_marijuana(16)]=1,1,0)",,,,,,"C1705534, C2874496, C3160814",,,,,,
canna_percent_plant,sup_substance_use_cannabis,"In the past month, please report the percentage of cannabis you consumed in each the following ways (must total to 100%)
",slider,"Plant (i.e., bud, flower) ",,,number,,,,,,RH,,,,"C1705534, C2874496, C3160814",,,,,,
canna_percent_edible,sup_substance_use_cannabis,,slider,"Edibles (i.e., THC-infused chocolate)",,,number,,,,,,RH,,,,"C1705534, C2874496, C3160814",,,,,,
canna_percent_concentrates,sup_substance_use_cannabis,,slider,"Concentrates (i.e., hash, dabs) ",,,number,,,,,,RH,,,,"C1705534, C2874496, C3160814",,,,,,
canna_percent_others,sup_substance_use_cannabis,,slider,Other,,,number,,,,,,RH,,,,"C1705534, C2874496, C3160814",,,,,,
canna_validation,sup_substance_use_cannabis,,calc,Must total to 100%:,"sum([canna_percent_plant],[canna_percent_edible],[canna_percent_concentrates],[canna_percent_others])",,,,,,,,,,,, @HIDDEN,,,,,,
canna_percent_other_specify,sup_substance_use_cannabis,,notes,"Other cannabis
Specify",,,,,,,,,RH,,,,"C1705534, C2874496, C3160814",,,,,,
narcankit,supnarcan,Overdose definition = use enough of the drug to cause a life-threatening reaction,yesno,"Have you been provided a Naloxone rescue kit (""Narcan kit"")? ",,,,,,,,,,,,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanusedother,supnarcan,,yesno,Have you had to use a naloxone kit on someone else?,,,,,,,,,,,,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanrefill,supnarcan,,yesno,Have you obtained a refill/replacement kit?,,,,,,,,,,,,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcandrug_1,supnarcan,"What drugs had you taken in the 4 hours before you overdosed? 
",radio,Drugs -  Heroin,"1, 0 = No | 2, 1 = Yes",,,,,,,,,,narcan_matrix,,C0011892,,,,,,
narcandrug_2,supnarcan,,radio,Drugs -  Fentanyl,"1, 0 = No | 2, 1 = Yes",,,,,,,,,,narcan_matrix,,C0015846,,,,,,
narcandrug_3,supnarcan,,radio,Drugs -  Other opioids,"1, 0 = No | 2, 1 = Yes",,,,,,,,,,narcan_matrix,,C0242402,,,,,,
narcandrug_4,supnarcan,,radio,Drugs -  Cocaine,"1, 0 = No | 2, 1 = Yes",,,,,,,,,,narcan_matrix,,C0009170,,,,,,
narcandrug_5,supnarcan,,radio,Drugs - Amphetamines,"1, 0 = No | 2, 1 = Yes",,,,,,,,,,narcan_matrix,,C0002667,,,,,,
narcandrug_6,supnarcan,,radio,Drugs -  Benzodiazepines,"1, 0 = No | 2, 1 = Yes",,,,,,,,,,narcan_matrix,,C0005064,,,,,,
narcandrug_7,supnarcan,,radio,Drugs -  Cannabis,"1, 0 = No | 2, 1 = Yes",,,,,,,,,,narcan_matrix,,C0936079,,,,,,
narcandrug_8,supnarcan,,radio,Drugs -  Alcohol,"1, 0 = No | 2, 1 = Yes",,,,,,,,,,narcan_matrix,,C0001962,,,,,,
narcandrug_99,supnarcan,,radio,Drugs -  Other,"1, 0 = No | 2, 1 = Yes",,,,,,,,,,narcan_matrix,,,,,,,,
narcandrug_other,supnarcan,,text,Drugs - Other description,,,,,,,[narcandrug_99] = '2',,,,,,,,,,,,
narcanadm_1,supnarcan,"Who administered the naloxone or Narcan? 
",radio,Paramedic/Ambulance,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_2,supnarcan,,radio,Firefighter,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_3,supnarcan,,radio,Police,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_4,supnarcan,,radio,Emergency room doctor,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_5,supnarcan,,radio,Spouse/significant other,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_6,supnarcan,,radio,Running partner,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_7,supnarcan,,radio,Parent,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_8,supnarcan,,radio,Friend,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_9,supnarcan,,radio,Stranger,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_10,supnarcan,,radio,Self,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_99,supnarcan,,radio,Other,"0, No | 1, Yes",,,,,,,,,,narcan_admin,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcanadm_other,supnarcan,,text,Other specify,,,,,,,[narcanadm_99] = '2',,,,,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcannumems,supnarcan,,text,How many of these times did you receive emergency medical service following an overdose? ,,,number,,,,,,,,,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcannumed,supnarcan,,text,How many of these times did you go to the emergency department following an overdose? ,,,number,,,,,,,,,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcannumhosp,supnarcan,,text,How many of these times did you get admitted to the hospital following an overdose? ,,,number,,,,,,,,,,"C1705534, C0684237, C1705534, C0579142",,,,,,
narcannumref,supnarcan,,text,"How many of these times did you receive a referral to substance use treatment from the police, EMS, ED or hospital staff? ",,,,,,,,,,,,,"C1705534, C0684237, C1705534, C0579142",,,,,,
ssu7auseddrugs,suppromis_sf_v10_severity_of_sub_use_past_3_mo_7a,In the past 3 months...,yesno,Have you used drugs other than alcohol or your prescribed medications?,,,,,,,,,,,,,"C1705534, C2239127",,,,,,
ssu7aoutofcontrol,suppromis_sf_v10_severity_of_sub_use_past_3_mo_7a,,radio,I felt that my drug use was out of control.,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,[ssu7auseddrugs] = '1',,,,,,"C1705534, C2239127",,,,,,
ssu7aoverpowering,suppromis_sf_v10_severity_of_sub_use_past_3_mo_7a,,radio,My desire to use drugs seemed overpowering.,"1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost always",,,,,,[ssu7auseddrugs] = '1',,,,,,"C1705534, C2239127",,,,,,
